,content,score
1824,"Tolong dong, kenapa saya ga bisa log in padahal nomor hp dan email sudah benar. Mana udah lumayan banyak nabung sahamnya",1
1825,"Selalu time out, padahal koneksi di aplikasi lain aman",2
1826,"UI yang enak dilihat dan mudah di mengerti, terutama pemula seperti saya. Ooh ya yang baru daftar bisa pakai referral code berikut yaa (tomobibit), terimakasihhh",5
1827,it's the best place for your money and your future,5
1828,suka dengan fitur syariahnya,5
1829,user friendly,5
1830,"easy interface, bisa topup dr gopay",5
1831,👍,5
1832,bagus untuk nabung yg gak gitu2 aja,5
1833,bagus utk anak muda yg mau coba investasi dengan dana yang affordable,5
1834,"Saya selalu stuck di Logo Screen, sudah di hapus cache dan data, bahkan instal ulang tetap stuck",2
1835,as far as i use this app so good,5
1836,"Use my code ""nanemduit"" to get a cashback 😊💖",5
1837,Kenapa yah pas Beli cepat verifikasinya..pas jual kok lama benget diversifikasinya...jadi dana ga masuk2 ke rekening,4
1838,CS nya sangat cepat menanggapi pertanyaan walau saya chat jam 5 pagi. Mantap,5
1839,nice,5
1840,"cuma mau bertanya saya tadikan masih baru mengikuti aplikasi ini,nah tadi setelah saya install saya dapat tutorialnya sebelum mulai,tapi di tengah jln ke close sama saya,jadinya tutorialnya hilang deh,saya mau mengikuti tutorialnya lagi masuk ke menu mana ya?",4
1841,nice,5
1842,Good app. trusted and easy to use for beginner.,5
1843,"Masukkan kode dengan input: pastibisareksa Anda mendapatkan cashback dari Bibit, untuk penggunaan pertama 🙏",5
1844,"bagus tapi kurang dark mode, sakit nih mata kalo malem2 buka app bibit",4
1845,I still lost until now.,3
1846,pakai nih kode referal BAGISAHAM auto cuan (pake aja dlu kalo cocok lanjut),5
1847,good,5
1848,Good Apl . In sha Allah Berkah. Yuk gabung pake referealku: mhz85 cashback 25 rb.,5
1849,Refferal code: uangbesar Cashback 25k,5
1850,oke,5
1851,"haii bisa pake kodeku nih MOZPAW, biar dapat cashback 25rb!!",5
1852,Disuruh reload terus meneruss,1
1853,"Masukkan Kode Referal ""lovemei"" supaya kamu dapet cash back ya ;)",5
1854,aplikasi yang sangat bermanfaat..,5
1855,"This app is recommended for novice users. It's easy to use, has many features, and it will helps you a lot to learn about investment. It has been officially registered under Indonesia's Financial Services Authority (OJK), so it save for you who just want to start investing.",5
1856,"Tipe investasi yg sesuai harapan, simple mudah di pahami. Pakai Kode ""bitnob"" untuk mendapatkan cashback Rp. 25.000,-. Selamat berinvestasi.",5
1857,lama proses jualnya,4
1858,Love this app,5
1859,"nice app, bantu belajar invest 👍🏻",5
1860,"Easy to use, Easy to understand, I like the UI its Simple.",5
1861,Untuk aplikasinya sendiri sejauh ini berjalan lancar tanpa kendala. Dan saya paling suka beli reksadana di bibit karena banyak promo cashback setiap bulannya.,5
1862,"Mau ngelist semua item RD, terus dikasi filter. Setelah liat 1 item, pas kembali ke halaman sebelumnya, semua sortingan nya balik default. Posisinya juga balik dari atas.",3
1863,"Love it. Kemudahan penggunaan & tampilan simpel terasa ringan, so far so good :)",5
1864,"Sering stuck dilogo awal, padahal koneksi bagus",2
1865,Kode referal buat dapat cash back : jamurreksa,5
1866,harapanya maju terus... tingkatkan terus teknologinya.,5
1867,good apps for investing reksadana👍🏻👍🏻,5
1868,👎,1
1869,Saya gagal terus trgistrasi karena Bank Syariah Indonesia (BSI) masih belum ada di daftar bank system! Tolong perbaiki,1
1870,Pencairan dana sangat lama,2
1871,"Mantabb, pakai kode referral berikut saat register ""ganeepo"" untuk dapatkan Rp 25.000, kuy",5
1872,Tempat menabung terbaik 🤟,5
1873,"I really like this app, because I like invest my money in order to investment in Indonesia can develop with good.",5
1874,Kode referral buat yang baru gabung : r o b o o (tanpa spasi) Referral code for new users : r o b o o (without space),5
1875,Pretty nice,5
1876,Ko sya mau buka bibit tapi waktu mau masuk ada peringatan web page not available,1
1877,Best apps...,5
1878,"mudah deposit, lama untuk tarik dana nya",2
1879,"mudah digunakan, cocok untuk orang awam berinfestasi 👍",5
1880,good,3
1881,"Mencoba fitur reksadana automatis selama beberapa bulan dan tidak menunjukan adanya pertumbuhan dana sesuai prediksi aplikasi.. yang ada dana yang disimpan semakin menurun dan menurun, dan dipotong lagi saat transfer kembali ke bank awal",1
1882,"Gunakan MAKMUR99 , agar km dpt cashback akun baru 25rb. Saya memberanikan diri untuk mulai menanam saham di bibit setelah melakukan riset dibanyak platform. Ayo persiapkan hari tua yg lebih baik.",5
1883,Good,5
1884,"Aplikasi sampah, mau withdraw aja lama, ditanya cs nya juga berbelit belit",1
1885,"Setelah kurang lebih 6 bulan invest disini, ternyata dana saya malah habis berkurang terus..walaupun sudah rutin ditambah, tetap saja berkurang..tidak pernah dapat keuntungan positif..",1
1886,so easy to use. very useful for beginner,4
1887,lack of dashboard with charts of portfolio summary. also with movements of related markets. one must dig in to portfolio and individual market to get the charts. showing only total investment value+pct is not enough. it's not triggering ones (without financial background) to buy/sell actively.,3
1888,easy to understand and helpful,5
1889,Rabu 19 Mei 2021,5
1890,"Aplikasi lengkap dan detail,, cocok untuk pemula dan profesional.. Bismillah yg mau cashback 25 Ribu, bisa pakai referral saya ""reachfajar"".",5
1891,Parah. Duit saya hilang 75%,1
1892,Pakai kode ini: bibitbaruku dan dapatkan cashback 25k!!!! Bibit itu user friendly. Sangat memotivasi pemula untuk rajin berinvestasi. Yuk semangat (belajar) investasi sejak dini!,4
1893,Semoga bisa nambah bank untuk pembayarannya,4
1894,"Sangat bagus, robo advisornya juga mempermudah kita memilih produk2 terbaik. Oh iya kalau kalian ada yg mau install coba pakai kode refferal saya: hendrizalk",5
1895,Best investment app. Input IWANTCASHBACK as code referral if you want 25k cashback.,5
1896,pembuatan akun lebih dari 5 hari kerja,3
1897,Pelayanan mudah simpel,5
1898,"berguna banget buat pemula krna ada rekomendasi robotnya, pakai kode referral: niawong 🙏🏻buat dapetin cashback 25.000",5
1899,Narik uang dari bibit ke rekening pribadi udah 10 hari ga ada masuk uangnya. disitu tulisannya pengembalian dana dalam 7 hari padahal,1
1900,"""cashkode"" use this kode referral 👍",4
1901,nicee,5
1902,"Untuk pemula, aplikasi ini recommended dan dapat berinvestasi minimal Rp 10.000. Gunakan kode referral REKSAMOM untuk mendapatkan cash back!",5
1903,"Yukk buruan gabung di bibit, jangan lupa masukin kode referral ( navye ) okee. Semungutttt pejuang cuann<3",5
1904,Use this referral code to get 25K cashback : AVVDIOPHILE. Thank you!,5
1905,"It's easy to use, like it. Great job Bibit!",5
1906,"This app have great both user interface and user experience. If you're a newbie like me, you need to try this because it's have a robo advisor that can know your style when investing. Also it have a community in telegram that you can used it to learn stock or mutual fund enough deeply. If you want a free cashback, You have to use my friend's code: cuanmantapbibit when registration. You will get cashback 25k which enough helpfully. Hopefully this can upgrade your financial and your life.",4
1907,the UX n UI is good for beginner. informatif juga,5
1908,"Mudah membeli, tp tombol jual mana?",1
1909,UI bagus dan mudah dipahami. proses pencairan dana seabad,4
1910,best investment app for newbies,5
1911,good app for user that want to invest,5
1912,Good,4
1913,easy to use,5
1914,"Good application for investment, register use ref code (elfree) cashback 25 k for you :D",5
1915,code referral 👉🏻 12one,5
1916,easy access,5
1917,"helpfully, thanks.",5
1918,💪💪💪,5
1919,"selama pemakaian 3 bulan ini lancar, lalu respon bantuan pun baik. saran pembagian portofolio reksa dana juga bekerja baik beserta customnya. sejauh ini aplikasi sangat membantu untuk pemula. semoga tetap bertahan dan terus digunakan sebgai latihan pemula atau pencari pembelian reksa dana yang simpel.",5
1920,"Kalo masukin dana minggu lalu, apakah akan mengikuti harga saat sudah diterima bibit, atau sesuai minggu lalu ya?",1
1921,I loved this app!! Used this code (nurulkartika) so you can get cashback until 25k,5
1922,"Cocok banget buat pemula, sekedar saran aja sih, buat awal-awal jangan ngambil yang profit nya paling gede ,mending pilih yang paling aman aja dulu ,,,, sekalian promo kode referal yah wkwkw ,pakai kode dimasbit waktu daftar untuk dapatkan 25000 cashback",5
1923,"Mudah digunakan. banyak manfaatnya, proses pencairan dana dan top up juga sangat mudah karena banyak pilihan caranya. the best lah Bibit 👍🏻👍🏻🙏",5
1924,mudah buat di pake mantappp,5
1925,good aps,5
1926,Pu l,2
1927,Busuk,1
1928,App reksasana terbaik! Jgn lupa masukan kode referal: dytra untuk bonus saldo up to 1jt,5
1929,Yuk gaes yang mau instal jangan lupa pake kode refereal aku : mengenalinvestasi Nanti ada cashback nya.,5
1930,Aplikasi ga guna,1
1931,Good choice,5
1932,Ini aplikasi BIBIT yg asli kan?,4
1933,UX nya bagus dan simple,5
1934,dendybibit kode referal biar cpt kayaa,5
1935,helpful when I'm hopeless. makasih bibit!,5
1936,New user is having difficulty to continue registration process. Stuck on ID (KTP) upload and then always back again to registration page with blank data again. And this is always keep happening that make me frustated. I uninstall it. Worst application. (Advan G9 Pro 6/64) Android Ver.10.,1
1937,sangat newbie friendly tapi pilihan Reksadana masih sedikit untuk yg syariah,4
1938,Easy peasy to use and responsive Cs,5
1939,Ayo lur gunakan kode refferal (gsixduu) untuk mendapatkan cashback lebih.. :)),5
1940,very good,5
1941,I can't launch the app,2
1942,"Bonus 25k kode ref : ""reksaonlinebersama"" Sangat mudah memakainya dan tidak ada biaya2 tambahan. topnya lg ada rekomendasi reksadana yg akan dipilih, jd pemula seperti saya sangat kebantu. Dan jg ada pilihan reksadana syariah, jd ngga bimbang milih2.",5
1943,Good,5
1944,"Wd lama, naro duit lama, rate sangat kecil, aplikasi lawak",1
1945,Gg,5
1946,TOP,5
1947,penarikan dana lama,1
1948,"Kode Referral : ""RIKSA"". Untuk mendapatkan cashback Rp. 25.000 Silahkan mencoba 😊",5
1949,"Kereeen. Cocok banget untuk semua kalangan Gunakan kode referral "" hahagokil "" Untuk mendapatkan cashback 25K",5
1950,"Tambahkan kode referall dengan mengetik yasanegara,dan dapatkan Rp 25.000 free",5
1951,"To be honest, the robo advisor is not that useful. Rather than rely on the robo, do your own research. Yet, I like the design - minimalistic. Also, its easy to use either to sell or buy since everything is integrated",4
1952,😀😀,5
1953,mantapppp,5
1954,"Ternyata setelah pakai 1th lbh, bibit sangat bagus, hampir trouble free, sangat informatif n simple......",5
1955,cukup ok lah,5
1956,Nice. Ayo gunakan ref ini d9txtsk dapatkan cashback 25k.,4
1957,"Yuk join bibit, gunakan referall code: kdv25 agar km dapat cashback 25k",4
1958,Good,4
1959,good one. recommended,5
1960,"Jika kalian butuh casback 30% boleh pake kode referal ini ""zxgjpyn""",5
1961,"kadang pas buka, minta register. padahal udah register, udah nabung juga bbrp bulan. jd harus restart app, kadang bbrp kali",4
1962,Tampilan UI/UX aplikasinya simple & mudah digunakan. Cocok buat pemula yang mau mulai berinvestasi. Recommended!,5
1963,Semoga berkah,5
1964,friendly and easy user interface,5
1965,3 first,3
1966,bagus tapi saya baru pakai skali dah g bisa top up lagi karna dah penuh jafi harus cari yg bisa jangka panjang lah ya.,4
1967,"Semenjak saya install bibit, saya sering ditelp orang-orang tidak dikenal menawarkan togel dan minta sumbangan, sepertinya data pribadi saya dijual/disebarkan oleh bibit. Hati2, kalau udah register akun dgn upload ktp dan akun bank, akun udah ga bisa di deactive. Jadi riskan nih, ga bener.",1
1968,Aplikasi terbaik untuk investasi !!!,5
1969,Nominal jual dengan yang ditransfer ke rekening tidak sesuai!!!!,1
1970,Kalai bisa edit dan delete portofolio akan lebih baik,3
1971,Ok. the Best,5
1972,"Gunakan refferal code (MARIREKSA) untuk dapatkan cashback 25k yang bisa digunakan untuk mulai berinvestasi. tampilannya simple dan aplikasinya mudah di gunakan. so far, very enjoyy to invest in this aplikasi.",5
1973,Cocok bgt buat aku mahasiswa yg masih pemula,5
1974,Investasi tidak pernah semudah ini 👌,5
1975,UI nya bagus tapi akhir-akhir ini lemot dan suka ke log out sendiri,4
1976,so far oke,4
1977,"Use referral code 👉D A N A 2 2 ) no space so you can get cashback , it's easy to use, and the explanation at every part were easy to understand, application is recommend for all levels,good recommendation feature it's very simple app if you're interest to invest highly recommend, thank you and very much",5
1978,"Really nice...,",5
1979,"Can't pair with GoPay (both latest version installed), can't search on helpdesk for Gopay related issue, can't send chat on Suppprt menu (always failed)",3
1980,terimakasih 👍,4
1981,Err_timed_out knp NIH? Kmaren2 gppp,1
1982,"rekomen buat invest di reksadana, prosesnya cepat dan pilihannya banyak, userface juga nyaman",5
1983,Nice app,5
1984,nice one,5
1985,"the UI and UX are the best! Meanwhile, the transaction time is also excellent",5
1986,good,5
1987,Good,4
1988,goood for newbie,5
1989,belum ngerti pakainya,3
1990,im so glad,3
1991,"the features and services help me as a newbie. super user friendly, I recommend this for everyone around me",5
1992,make rich like Lo Kheng Hong please,5
1993,"Ga bisa dibuka, katanya''hhmmm koneksi internet ga ada, coba cek koneksimu'' pdahal kuota ada",1
1994,tabungan sambil belajar,5
1995,nice,5
1996,good,5
1997,"Proses Withdrawnya Lama Banget 3 Hari Kerja, Mendingan Jangan Invest deh Nyesel Nanti",1
1998,Very good and easy,5
1999,Demi masa depan yang Cerah .. silahkan berinvestasi,5
2000,nice,4
2001,Bintang kurang satu karena proses jual lamanya mencapai 3-4 hari. Tapi produk lebih banyak.,4
2002,"Easy for use, deposit, trading, i hope Withdraw also easy.",5
2003,easy to use,4
2004,yang mau belajar soal investasi sepertinya bakal agak bingung dan harus mencari2 tahu dan mempelajari apa yang sebenarnya mereka investasikan kalau kalian tidak menjual gimic ini adalah app sederhana yg cocok untuk pemula atau org yg kurang paham investasi sih saya kasih bintang 5 sisahnya app ini memang simple cukup investasi tingggal udah,4
2005,Tampilan sederhana Mudah dimengerti,5
2006,GOOD,5
2007,"baik, membantu",5
2008,"Enter the referal code 👉 R E K S A 5 5 ) no space and get a 25k cashback, when's investing and can be invested,app is recomend for all levels of investors user friendly,good recomended feature,it's very simple app if you're interest to invest highly recomend",5
2009,klik kode dari saya biar dapat cashback 25.000 (wfkcmc9),5
2010,1 month always loss no profit,1
2011,Gampang digunakan,5
2012,Top,5
2013,"Penggunaan mudah dipahami, panduan cukup lengkap bagi pemula yg ingin investasi reksadana. Team support juga tanggap ketika kita memerlukan panduan. Sukses terus buat bibit dalam memandu pemula untuk investasi. Berkah bagi kita semua",5
2014,Very nice,5
2015,Mulai investasi sejak diusia muda,5
2016,Buat newbie bgt,5
2017,Saya withdraw dari tgl 6 tapi sampai tgl 16 uangnya belum masuk,5
2018,"Pakai referral:goldten,anggap aja berbagi.",4
2019,Robonya ga terlalu guna. Tp bagus karena tracking gain/loss nya detail di portofolio. Pokoknya good job Bibit!,5
2020,"this is nice, loadtime can be bit slow but overall experience is great",5
2021,Sangat membantu untuk pemula yang mau belajar investasi. Semoga aplikasi akan terus ada dan berkembang kedepannya 👍,5
2022,it s easy to use.,5
2023,Aplikasi untuk yang mau dapat cashback 25k bisa pake referal : azami30 😉,5
2024,"Jaringan internet bagus tapi tiap x di tulis ga ada jaringan, tiap mau buka musti install ulang",1
2025,uang saya habis buat app ini 🖐🏽,5
2026,ntaaaap,5
2027,Very good,4
